Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon,MP_1_Home,Min_1_Home,MP_2_Home,Min_2_Home,Gls_2_Home,Ast_2_Home,GlsPer90_2_Home,AstPer90_2_Home,MP_3_Home,Min_3_Home,Gls_3_Home,Ast_3_Home,GlsPer90_3_Home,AstPer90_3_Home,MP_4_Home,Min_4_Home,Gls_4_Home,Ast_4_Home,GlsPer90_4_Home,AstPer90_4_Home,MP_5_Home,Min_5_Home,Gls_5_Home,Ast_5_Home,GlsPer90_5_Home,AstPer90_5_Home,MP_6_Home,Min_6_Home,Gls_6_Home,Ast_6_Home,GlsPer90_6_Home,AstPer90_6_Home,MP_7_Home,Min_7_Home,Gls_7_Home,Ast_7_Home,GlsPer90_7_Home,AstPer90_7_Home,MP_8_Home,Min_8_Home,Gls_8_Home,Ast_8_Home,GlsPer90_8_Home,AstPer90_8_Home,MP_9_Home,Min_9_Home,Gls_9_Home,Ast_9_Home,GlsPer90_9_Home,AstPer90_9_Home,MP_10_Home,Min_10_Home,Gls_10_Home,Ast_10_Home,GlsPer90_10_Home,AstPer90_10_Home,MP_11_Home,Min_11_Home,Gls_11_Home,Ast_11_Home,GlsPer90_11_Home,AstPer90_11_Home,MP_1_Away,Min_1_Away,MP_2_Away,Min_2_Away,Gls_2_Away,Ast_2_Away,GlsPer90_2_Away,AstPer90_2_Away,MP_3_Away,Min_3_Away,Gls_3_Away,Ast_3_Away,GlsPer90_3_Away,AstPer90_3_Away,MP_4_Away,Min_4_Away,Gls_4_Away,Ast_4_Away,GlsPer90_4_Away,AstPer90_4_Away,MP_5_Away,Min_5_Away,Gls_5_Away,Ast_5_Away,GlsPer90_5_Away,AstPer90_5_Away,MP_6_Away,Min_6_Away,Gls_6_Away,Ast_6_Away,GlsPer90_6_Away,AstPer90_6_Away,MP_7_Away,Min_7_Away,Gls_7_Away,Ast_7_Away,GlsPer90_7_Away,AstPer90_7_Away,MP_8_Away,Min_8_Away,Gls_8_Away,Ast_8_Away,GlsPer90_8_Away,AstPer90_8_Away,MP_9_Away,Min_9_Away,Gls_9_Away,Ast_9_Away,GlsPer90_9_Away,AstPer90_9_Away,MP_10_Away,Min_10_Away,Gls_10_Away,Ast_10_Away,GlsPer90_10_Away,AstPer90_10_Away,MP_11_Away,Min_11_Away,Gls_11_Away,Ast_11_Away,GlsPer90_11_Away,AstPer90_11_Away
2018-10-28,Manchester Utd,2 - 1,Everton,W,4.000,0.000,-4.000,12.000,3.000,12.000,6.000,19.000,0.000,0.320,0.160,24.000,53.000,8.700,0.630,1.400,0.010,-0.060,8.000,0.210,41.000,38.000,0.060,-7.000,-18.400,5.100,39.000,129.000,170.000,115.000,3.020,156.000,1.000,-11.000,0.000,30.000,0.790,20.000,1.000,1.000,1.000,-94.000,8.000,-53.000,-5.000,2150.000,-118.000,38,3420,30,2601,1,1,0.03,0.03,24,2127,1,0,0.04,0.00,30,2569,2,2,0.07,0.07,29,2591,1,4,0.03,0.14,35,3006,13,9,0.39,0.27,17,1041,1,1,0.09,0.09,28,2436,1,0,0.04,0.00,22,1289,3,2,0.21,0.14,33,2334,10,6,0.39,0.23,27,1621,10,2,0.56,0.11,38,3420,33,2969,1,2,0.03,0.06,32,2612,2,2,0.07,0.07,35,2965,4,4,0.12,0.12,29,2558,2,2,0.07,0.07,27,1980,1,1,0.05,0.05,38,3117,13,6,0.38,0.17,33,2822,0,2,0.00,0.06,37,2119,5,2,0.21,0.08,34,2116,1,3,0.04,0.13,35,2665,13,1,0.44,0.03
2018-10-29,Tottenham,0 - 1,Manchester City,L,-9.000,0.000,9.000,-27.000,-8.900,-25.000,-24.000,13.000,2.000,-0.650,-0.630,-147.000,-61.000,-1.400,-3.860,-1.610,-0.010,-0.030,16.000,0.420,72.000,57.000,0.007,-7.000,-18.400,-5.200,-122.000,-661.000,-541.000,-249.000,-6.550,-230.000,-15.000,-10.000,3.000,-61.000,-1.610,-60.000,-2.000,6.000,-3.000,49.000,140.000,-10.000,2.000,-5209.000,56.000,33,2970,27,2276,1,3,0.04,0.12,34,2922,0,0,0.00,0.00,23,1942,1,1,0.05,0.05,27,1844,0,0,0.00,0.00,20,1506,3,0,0.18,0.00,29,2330,0,3,0.00,0.12,10,515,0,0,0.00,0.00,28,2424,17,4,0.63,0.15,19,974,4,2,0.37,0.18,32,2121,10,0,0.42,0.00,38,3420,33,2779,1,1,0.03,0.03,24,1764,0,0,0.00,0.00,35,3057,3,3,0.09,0.09,10,900,0,5,0.00,0.50,36,2854,7,7,0.22,0.22,33,2401,6,8,0.22,0.30,29,2377,1,3,0.04,0.11,34,2771,17,9,0.55,0.29,33,2459,21,8,0.77,0.29,27,1343,7,4,0.47,0.27
2018-11-03,Bournemouth,1 - 2,Manchester Utd,L,-6.000,-3.000,9.000,-21.000,-7.700,-10.000,3.000,-15.000,-3.000,-0.260,0.080,-84.000,-60.000,-5.900,-2.210,-1.580,0.000,0.060,16.000,0.420,-3.000,-21.000,-0.108,3.000,7.900,-3.900,-62.000,-310.000,-238.000,-185.000,-4.860,-158.000,-13.000,-12.000,-5.000,-14.000,-0.370,-11.000,-4.000,-4.000,1.000,-56.000,-8.000,-39.000,0.000,-3141.000,47.000,24,2160,17,1229,0,2,0.00,0.15,31,2786,1,1,0.03,0.03,38,3411,4,0,0.11,0.00,25,2066,1,1,0.04,0.04,30,2506,2,0,0.07,0.00,13,723,0,0,0.00,0.00,23,1031,2,3,0.17,0.26,30,2261,7,5,0.28,0.20,38,3166,7,14,0.20,0.40,30,2528,14,9,0.50,0.32,38,3420,30,2601,1,1,0.03,0.03,24,2127,1,0,0.04,0.00,30,2569,2,2,0.07,0.07,29,2591,1,4,0.03,0.14,35,3006,13,9,0.39,0.27,17,1041,1,1,0.09,0.09,28,2436,1,0,0.04,0.00,20,880,1,3,0.10,0.31,22,1289,3,2,0.21,0.14,27,1621,10,2,0.56,0.11
2018-11-03,West Ham,4 - 2,Burnley,W,4.000,0.000,-4.000,12.000,7.500,8.000,1.000,-16.000,0.000,0.210,0.030,77.000,35.000,2.400,2.030,0.920,0.000,-0.050,-13.000,-0.340,-8.000,2.000,0.065,-1.000,-2.700,8.000,63.000,150.000,220.000,155.000,4.080,132.000,14.000,6.000,10.000,15.000,0.400,12.000,3.000,0.000,0.000,101.000,-104.000,72.000,-6.000,3354.000,-31.000,38,3420,20,1589,0,1,0.00,0.06,23,2013,1,0,0.04,0.00,26,2092,0,1,0.00,0.04,33,2970,1,0,0.03,0.00,33,2220,2,5,0.08,0.20,24,1128,0,1,0.00,0.08,34,3003,2,0,0.06,0.00,28,1990,10,4,0.45,0.18,36,3043,9,4,0.27,0.12,17,609,0,1,0.00,0.15,19,1710,21,1750,0,0,0.00,0.00,38,3243,0,1,0.00,0.03,35,3086,3,1,0.09,0.03,38,3420,0,2,0.00,0.05,29,1752,3,6,0.15,0.31,6,448,0,0,0.00,0.00,34,2824,2,7,0.06,0.22,20,915,3,0,0.30,0.00,16,1215,1,1,0.07,0.07,13,318,1,1,0.28,0.28
2018-11-03,Cardiff City,0 - 1,Leicester City,L,-5.000,-3.000,8.000,-18.000,-15.500,-15.000,-14.000,6.000,-4.000,-0.390,-0.360,-99.000,-61.000,-6.700,-2.610,-1.610,-0.010,0.020,21.000,0.560,62.000,39.000,-0.014,0.000,0.000,-15.700,-96.000,-416.000,-503.000,-205.000,-5.390,-168.000,-17.000,-3.000,-14.000,-32.000,-0.840,-21.000,-5.000,1.000,-2.000,-43.000,63.000,14.000,3.000,-7403.000,-61.000,38,3420,30,2639,0,1,0.00,0.03,34,3039,1,3,0.03,0.09,38,3376,0,1,0.00,0.03,28,2474,4,1,0.15,0.04,25,1997,0,1,0.00,0.05,28,2266,1,1,0.04,0.04,32,2569,5,4,0.18,0.14,29,1817,3,2,0.15,0.10,27,1998,4,1,0.18,0.05,27,1424,5,2,0.32,0.13,38,3420,36,3240,0,4,0.00,0.11,22,1925,3,0,0.14,0.00,35,3123,2,6,0.06,0.17,31,2596,3,0,0.10,0.00,36,2831,7,7,0.22,0.22,31,2092,0,0,0.00,0.00,38,3296,2,0,0.05,0.00,34,1985,4,1,0.18,0.05,34,2726,18,4,0.59,0.13,27,1625,2,2,0.11,0.11
2018-11-03,Newcastle Utd,1 - 0,Watford,W,-2.000,1.000,1.000,-5.000,-6.700,-10.000,-6.000,-22.000,-2.000,-0.260,-0.160,-1.000,-14.000,-3.200,-0.030,-0.370,-0.030,-0.040,-11.000,-0.290,-38.000,-24.000,0.007,4.000,10.500,-3.200,-8.000,-118.000,-248.000,-18.000,-0.470,-11.000,-5.000,-2.000,1.000,-22.000,-0.570,-10.000,-12.000,4.000,0.000,-4.000,154.000,100.000,-2.000,-1468.000,-13.000,38,3420,26,1990,0,0,0.00,0.00,32,2745,0,1,0.00,0.03,36,2928,2,8,0.06,0.25,19,1484,0,1,0.00,0.06,29,2473,1,2,0.04,0.07,16,948,1,1,0.09,0.09,29,2166,0,0,0.00,0.00,25,1348,1,1,0.07,0.07,32,2603,11,7,0.38,0.24,17,524,1,0,0.17,0.00,38,3420,26,1927,0,0,0.00,0.00,36,3096,3,0,0.09,0.00,29,2049,1,1,0.04,0.04,28,2393,3,6,0.11,0.23,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,33,2944,1,3,0.03,0.09,30,2066,10,5,0.44,0.22,30,1052,1,1,0.09,0.09,33,2815,6,1,0.19,0.03
2018-11-03,Everton,3 - 1,Brighton,W,6.000,0.000,-6.000,18.000,8.900,18.000,10.000,-5.000,0.000,0.470,0.260,125.000,60.000,5.400,3.290,1.570,0.020,0.020,-14.000,-0.370,-27.000,-19.000,-0.021,7.000,18.400,2.300,59.000,305.000,445.000,149.000,3.920,89.000,18.000,17.000,7.000,27.000,0.710,26.000,8.000,2.000,0.000,21.000,-58.000,57.000,5.000,2686.000,75.000,38,3420,33,2969,1,2,0.03,0.06,32,2612,2,2,0.07,0.07,35,2965,4,4,0.12,0.12,29,2558,2,2,0.07,0.07,27,1980,1,1,0.05,0.05,38,3117,13,6,0.38,0.17,33,2822,0,2,0.00,0.06,37,2119,5,2,0.21,0.08,34,2116,1,3,0.04,0.13,35,2665,13,1,0.44,0.03,34,3060,14,1131,0,1,0.00,0.08,22,1808,0,0,0.00,0.00,35,3087,5,1,0.15,0.03,36,3151,2,1,0.06,0.03,30,2485,1,1,0.04,0.04,18,940,1,1,0.10,0.10,15,795,0,1,0.00,0.11,19,1020,0,0,0.00,0.00,38,2508,13,1,0.47,0.04,35,2463,1,5,0.04,0.18
2018-11-03,Arsenal,1 - 1,Liverpool,D,-9.000,0.000,9.000,-27.000,-3.700,-17.000,-3.000,34.000,0.000,-0.440,-0.080,-104.000,-52.000,-2.900,-2.740,-1.370,0.000,0.030,29.000,0.760,79.000,58.000,-0.022,-13.000,-34.200,-1.200,-60.000,-454.000,-380.000,-139.000,-3.660,-58.000,-23.000,-15.000,-4.000,-24.000,-0.630,-4.000,-6.000,-5.000,-2.000,5.000,29.000,1.000,-5.000,-2975.000,-62.000,32,2836,19,1533,0,5,0.00,0.29,10,807,0,0,0.00,0.00,31,2611,2,0,0.07,0.00,24,1887,0,5,0.00,0.24,24,1735,5,2,0.26,0.10,34,2382,2,2,0.08,0.08,29,2498,4,2,0.14,0.07,25,1641,6,4,0.33,0.22,35,2502,13,8,0.47,0.29,36,2726,22,5,0.73,0.17,38,3420,38,3384,4,2,0.11,0.05,16,1063,0,0,0.00,0.00,36,3216,0,11,0.00,0.31,29,2462,1,12,0.04,0.44,28,2017,1,2,0.04,0.09,35,2725,3,0,0.10,0.00,31,1789,5,4,0.25,0.20,34,2607,12,6,0.41,0.21,36,3077,22,1,0.64,0.03,38,3250,22,8,0.61,0.22
2018-11-03,Wolves,2 - 3,Tottenham,L,-7.000,7.000,0.000,-14.000,-12.000,-20.000,-12.000,16.000,-2.000,-0.530,-0.320,-63.000,-42.000,-4.300,-1.660,-1.100,-0.030,-0.040,7.000,0.180,-7.000,-13.000,-0.062,-4.000,-10.500,-4.600,-55.000,-317.000,-295.000,-142.000,-3.740,-87.000,-21.000,-9.000,-4.000,-21.000,-0.550,-10.000,-5.000,-5.000,0.000,6.000,80.000,83.000,0.000,-4397.000,-27.000,37,3329,38,3144,4,5,0.11,0.14,34,3060,1,0,0.03,0.00,36,3167,4,0,0.11,0.00,38,3420,0,0,0.00,0.00,33,2771,1,1,0.03,0.03,35,3007,4,3,0.12,0.09,38,3032,1,8,0.03,0.24,23,693,3,1,0.39,0.13,38,3111,13,7,0.38,0.20,25,1341,1,2,0.07,0.13,33,2970,27,2276,1,3,0.04,0.12,34,2922,0,0,0.00,0.00,12,888,1,0,0.10,0.00,27,1844,0,0,0.00,0.00,26,1597,1,0,0.06,0.00,29,2330,0,3,0.00,0.12,10,515,0,0,0.00,0.00,28,2424,17,4,0.63,0.15,19,974,4,2,0.37,0.18,32,2121,10,0,0.42,0.00
2018-11-04,Manchester City,6 - 1,Southampton,W,23.000,-10.000,-13.000,59.000,23.900,47.000,44.000,-29.000,-2.000,1.230,1.160,197.000,95.000,4.800,5.180,2.500,0.050,0.100,-42.000,-1.100,-94.000,-53.000,0.121,13.000,34.200,15.200,177.000,1006.000,929.000,368.000,9.680,337.000,31.000,7.000,-6.000,95.000,2.500,79.000,7.000,0.000,-1.000,-99.000,-257.000,-124.000,-8.000,11625.000,-23.000,38,3420,33,2779,1,1,0.03,0.03,24,1764,0,0,0.00,0.00,35,3057,3,3,0.09,0.09,10,900,0,5,0.00,0.50,36,2854,7,7,0.22,0.22,33,2401,6,8,0.22,0.30,29,2377,1,3,0.04,0.11,34,2771,17,9,0.55,0.29,33,2459,21,8,0.77,0.29,31,1867,10,10,0.48,0.48,25,2250,18,1495,1,2,0.06,0.12,24,1700,1,0,0.05,0.00,13,1170,0,0,0.00,0.00,24,2160,1,0,0.04,0.00,26,1945,7,0,0.32,0.00,21,1613,1,1,0.06,0.06,31,2760,4,3,0.13,0.10,26,1272,5,1,0.35,0.07,24,1651,7,3,0.38,0.16,38,3270,6,4,0.17,0.11
2018-11-04,Chelsea,3 - 1,Crystal Palace,W,7.000,2.000,-9.000,23.000,17.800,13.000,19.000,-9.000,-2.000,0.350,0.500,108.000,52.000,3.700,2.840,1.360,0.010,0.020,-14.000,-0.360,-36.000,-26.000,-0.003,4.000,10.500,9.800,116.000,765.000,616.000,239.000,6.290,259.000,-8.000,-7.000,0.000,25.000,0.660,30.000,4.000,-1.000,-2.000,-46.000,-233.000,-76.000,-10.000,9134.000,-17.000,36,3240,33,2871,1,0,0.03,0.00,31,2759,2,4,0.07,0.13,38,3402,1,5,0.03,0.13,36,3238,3,2,0.08,0.06,37,3156,2,0,0.06,0.00,36,3092,4,4,0.12,0.12,27,1245,3,5,0.22,0.36,31,1778,8,2,0.40,0.10,32,2097,3,6,0.13,0.26,16,941,5,0,0.48,0.00,18,1576,36,3195,3,2,0.08,0.06,29,2560,1,1,0.04,0.04,27,2416,0,0,0.00,0.00,35,3134,0,3,0.00,0.09,38,3420,12,2,0.32,0.05,29,1416,1,2,0.06,0.13,31,1899,0,2,0.00,0.09,38,3058,3,6,0.09,0.18,38,3009,6,4,0.18,0.12,34,3036,10,5,0.30,0.15
2018-11-05,Huddersfield,1 - 0,Fulham,W,-4.000,2.000,2.000,-10.000,-1.600,-13.000,-11.000,-14.000,2.000,-0.340,-0.290,-38.000,-20.000,-2.000,-1.000,-0.520,-0.020,-0.060,-5.000,-0.130,-45.000,-39.000,-0.048,0.000,0.000,-4.600,-56.000,-82.000,-136.000,-123.000,-3.240,-125.000,-24.000,-7.000,12.000,-26.000,-0.690,-19.000,-7.000,-3.000,1.000,34.000,23.000,77.000,-2.000,-1980.000,-48.000,31,2778,32,2716,1,1,0.03,0.03,29,2057,0,2,0.00,0.09,24,2147,3,1,0.13,0.04,37,3260,1,0,0.03,0.00,24,1842,0,0,0.00,0.00,29,2367,0,1,0.00,0.04,27,2188,2,0,0.08,0.00,29,2330,3,1,0.12,0.04,30,2081,2,0,0.09,0.00,31,1778,2,3,0.10,0.15,29,2610,31,2594,0,1,0.00,0.03,26,2250,0,1,0.00,0.04,12,793,0,0,0.00,0.00,31,2194,1,1,0.04,0.04,32,2244,1,2,0.04,0.08,22,1517,0,0,0.00,0.00,35,2300,2,6,0.08,0.23,37,3280,11,3,0.30,0.08,24,1641,6,0,0.33,0.00,20,986,1,4,0.09,0.37
2018-11-10,Cardiff City,2 - 1,Brighton,W,1.000,-5.000,4.000,-2.000,-7.000,-2.000,-4.000,5.000,-3.000,-0.050,-0.100,40.000,14.000,0.800,1.050,0.360,-0.010,-0.030,9.000,0.240,46.000,30.000,0.000,3.000,7.900,-12.000,-15.000,-136.000,-123.000,-16.000,-0.420,-21.000,1.000,6.000,0.000,-3.000,-0.080,6.000,1.000,0.000,-1.000,-30.000,54.000,71.000,4.000,-4028.000,-77.000,38,3420,34,3039,1,3,0.03,0.09,38,3376,0,1,0.00,0.03,7,630,0,0,0.00,0.00,28,2474,4,1,0.15,0.04,28,1959,0,0,0.00,0.00,28,2266,1,1,0.04,0.04,32,2569,5,4,0.18,0.14,13,375,1,0,0.24,0.00,29,1817,3,2,0.15,0.10,27,1998,4,1,0.18,0.05,34,3060,22,1808,0,0,0.00,0.00,35,3087,5,1,0.15,0.03,36,3151,2,1,0.06,0.03,25,2167,0,1,0.00,0.04,30,2485,1,1,0.04,0.04,18,940,1,1,0.10,0.10,15,795,0,1,0.00,0.11,30,1837,2,6,0.10,0.29,38,2508,13,1,0.47,0.04,35,2463,1,5,0.04,0.18
2018-11-10,Newcastle Utd,2 - 1,Bournemouth,W,-1.000,3.000,-2.000,0.000,-6.400,-14.000,-10.000,-3.000,1.000,-0.370,-0.260,-1.000,-16.000,-3.600,-0.030,-0.420,-0.020,-0.030,-22.000,-0.580,-31.000,-9.000,0.081,1.000,2.600,-5.600,-25.000,-125.000,-352.000,-36.000,-0.950,-30.000,-1.000,0.000,8.000,-37.000,-0.970,-21.000,-7.000,2.000,-1.000,119.000,150.000,154.000,3.000,-1871.000,-27.000,38,3420,26,1990,0,0,0.00,0.00,24,1999,4,1,0.18,0.05,36,2928,2,8,0.06,0.25,19,1484,0,1,0.00,0.06,29,2473,1,2,0.04,0.07,18,1302,0,1,0.00,0.07,29,2166,0,0,0.00,0.00,25,1348,1,1,0.07,0.07,32,2603,11,7,0.38,0.24,37,2917,12,2,0.37,0.06,24,2160,17,1229,0,2,0.00,0.15,31,2786,1,1,0.03,0.03,38,3411,4,0,0.11,0.00,25,2066,1,1,0.04,0.04,30,2506,2,0,0.07,0.00,19,797,1,1,0.11,0.11,13,723,0,0,0.00,0.00,30,2261,7,5,0.28,0.20,38,3166,7,14,0.20,0.40,30,2528,14,9,0.50,0.32
2018-11-10,Leicester City,0 - 0,Burnley,D,4.000,0.000,-4.000,12.000,9.900,5.000,2.000,-15.000,4.000,0.130,0.050,148.000,60.000,2.600,3.900,1.580,-0.030,-0.110,-20.000,-0.530,-60.000,-41.000,0.023,2.000,5.200,8.100,112.000,282.000,353.000,251.000,6.610,198.000,35.000,4.000,15.000,17.000,0.450,14.000,7.000,-3.000,1.000,103.000,-100.000,55.000,-8.000,4497.000,4.000,38,3420,36,3240,0,4,0.00,0.11,22,1925,3,0,0.14,0.00,24,1996,1,0,0.05,0.00,35,3123,2,6,0.06,0.17,31,2092,0,0,0.00,0.00,38,3296,2,0,0.05,0.00,34,1985,4,1,0.18,0.05,34,2726,18,4,0.59,0.13,27,1625,2,2,0.11,0.11,19,743,1,0,0.12,0.00,19,1710,21,1750,0,0,0.00,0.00,38,3243,0,1,0.00,0.03,38,3420,0,2,0.00,0.05,6,514,0,1,0.00,0.18,37,3312,1,2,0.03,0.05,29,1752,3,6,0.15,0.31,6,448,0,0,0.00,0.00,20,915,3,0,0.30,0.00,38,2588,10,2,0.35,0.07,16,1215,1,1,0.07,0.07
2018-11-10,Huddersfield,1 - 1,West Ham,D,-12.000,0.000,12.000,-36.000,-1.700,-31.000,-20.000,-3.000,3.000,-0.810,-0.530,-37.000,-31.000,-4.600,-0.970,-0.810,-0.060,-0.150,21.000,0.550,-14.000,-31.000,-0.123,-2.000,-5.200,-3.200,-35.000,-27.000,-86.000,-94.000,-2.470,-63.000,-7.000,-15.000,3.000,-47.000,-1.240,-31.000,-4.000,-7.000,0.000,-9.000,27.000,61.000,-3.000,-493.000,-22.000,31,2778,32,2716,1,1,0.03,0.03,29,2057,0,2,0.00,0.09,24,2147,3,1,0.13,0.04,37,3260,1,0,0.03,0.00,24,1842,0,0,0.00,0.00,29,2367,0,1,0.00,0.04,27,2188,2,0,0.08,0.00,29,2330,3,1,0.12,0.04,30,2081,2,0,0.09,0.00,31,1778,2,3,0.10,0.15,38,3420,20,1589,0,1,0.00,0.06,23,2013,1,0,0.04,0.00,26,2092,0,1,0.00,0.04,33,2970,1,0,0.03,0.00,33,2220,2,5,0.08,0.20,24,1128,0,1,0.00,0.08,34,3003,2,0,0.06,0.00,28,1990,10,4,0.45,0.18,36,3043,9,4,0.27,0.12,17,609,0,1,0.00,0.15
2018-11-10,Southampton,1 - 1,Watford,D,-5.000,4.000,1.000,-11.000,-3.200,-7.000,-12.000,-6.000,-1.000,-0.180,-0.320,49.000,2.000,-3.100,1.290,0.050,-0.040,-0.070,6.000,0.160,-3.000,-8.000,-0.053,0.000,0.000,-2.500,29.000,81.000,-86.000,74.000,1.950,31.000,1.000,20.000,4.000,-14.000,-0.360,-4.000,-9.000,1.000,2.000,25.000,106.000,80.000,3.000,-779.000,-34.000,25,2250,18,1495,1,2,0.06,0.12,17,1518,0,1,0.00,0.06,13,1170,0,0,0.00,0.00,24,2160,1,0,0.04,0.00,29,1432,3,2,0.19,0.13,21,1613,1,1,0.06,0.06,31,2760,4,3,0.13,0.10,24,1651,7,3,0.38,0.16,12,476,1,0,0.19,0.00,38,3270,6,4,0.17,0.11,38,3420,26,1927,0,0,0.00,0.00,36,3096,3,0,0.09,0.00,29,2049,1,1,0.04,0.04,28,2393,3,6,0.11,0.23,9,270,0,0,0.00,0.00,35,3062,5,6,0.15,0.18,32,2418,2,4,0.07,0.15,30,2066,10,5,0.44,0.22,30,1052,1,1,0.09,0.09,33,2815,6,1,0.19,0.03
2018-11-10,Crystal Palace,0 - 1,Tottenham,L,-9.000,5.000,4.000,-22.000,-13.900,-18.000,-14.000,1.000,-1.000,-0.480,-0.370,-44.000,-49.000,-6.900,-1.160,-1.280,-0.040,-0.050,14.000,0.360,8.000,-7.000,-0.071,-1.000,-2.600,-6.000,-30.000,-434.000,-261.000,-65.000,-1.710,-61.000,2.000,-1.000,-5.000,-13.000,-0.340,-17.000,-2.000,-3.000,3.000,56.000,152.000,89.000,7.000,-5467.000,-21.000,18,1576,36,3195,3,2,0.08,0.06,29,2560,1,1,0.04,0.04,27,2416,0,0,0.00,0.00,35,3134,0,3,0.00,0.09,38,3420,12,2,0.32,0.05,29,1416,1,2,0.06,0.13,31,1899,0,2,0.00,0.09,38,3058,3,6,0.09,0.18,38,3009,6,4,0.18,0.12,20,1181,1,2,0.08,0.15,33,2970,27,2276,1,3,0.04,0.12,34,2922,0,0,0.00,0.00,12,888,1,0,0.10,0.00,27,1844,0,0,0.00,0.00,13,516,1,0,0.17,0.00,29,2330,0,3,0.00,0.12,25,1825,5,3,0.25,0.15,28,2424,17,4,0.63,0.15,19,974,4,2,0.37,0.18,32,2121,10,0,0.42,0.00
2018-11-11,Liverpool,2 - 0,Fulham,W,23.000,2.000,-25.000,71.000,13.100,53.000,31.000,-31.000,0.000,1.390,0.820,130.000,72.000,5.500,3.420,1.900,0.070,0.160,-59.000,-1.550,-126.000,-73.000,0.113,16.000,42.100,4.800,82.000,635.000,712.000,200.000,5.260,127.000,22.000,9.000,11.000,85.000,2.230,57.000,4.000,5.000,3.000,-12.000,-135.000,-71.000,6.000,5589.000,72.000,38,3420,38,3384,4,2,0.11,0.05,16,1063,0,0,0.00,0.00,36,3216,0,11,0.00,0.31,29,2462,1,12,0.04,0.44,28,2017,1,2,0.04,0.09,35,2725,3,0,0.10,0.00,34,2607,12,6,0.41,0.21,36,3077,22,1,0.64,0.03,38,3250,22,8,0.61,0.22,24,1064,6,3,0.51,0.25,29,2610,31,2594,0,1,0.00,0.03,26,2250,0,1,0.00,0.04,28,1948,0,1,0.00,0.05,15,1131,0,0,0.00,0.00,31,2588,2,0,0.07,0.00,31,2194,1,1,0.04,0.04,22,1517,0,0,0.00,0.00,35,2300,2,6,0.08,0.23,37,3280,11,3,0.30,0.08,24,1641,6,0,0.33,0.00
2018-11-11,Chelsea,0 - 0,Everton,D,6.000,0.000,-6.000,18.000,11.300,8.000,18.000,-7.000,-4.000,0.220,0.480,103.000,30.000,-0.500,2.710,0.790,-0.010,-0.020,-7.000,-0.180,-8.000,-5.000,0.027,2.000,5.300,10.100,130.000,569.000,485.000,279.000,7.340,315.000,3.000,-12.000,-2.000,33.000,0.870,26.000,0.000,-2.000,0.000,-42.000,-96.000,-79.000,-6.000,7910.000,-124.000,36,3240,33,2871,1,0,0.03,0.00,31,2759,2,4,0.07,0.13,38,3402,1,5,0.03,0.13,36,3238,3,2,0.08,0.06,37,3156,2,0,0.06,0.00,36,3092,4,4,0.12,0.12,32,1735,0,2,0.00,0.10,37,2923,16,15,0.49,0.46,32,2097,3,6,0.13,0.26,16,941,5,0,0.48,0.00,38,3420,33,2969,1,2,0.03,0.06,35,2965,4,4,0.12,0.12,13,892,1,0,0.10,0.00,29,2558,2,2,0.07,0.07,27,1980,1,1,0.05,0.05,38,3117,13,6,0.38,0.17,33,2822,0,2,0.00,0.06,37,2119,5,2,0.21,0.08,34,2116,1,3,0.04,0.13,35,2665,13,1,0.44,0.03
2018-11-11,Manchester City,3 - 1,Manchester Utd,W,13.000,-7.000,-6.000,32.000,13.300,26.000,31.000,-31.000,-3.000,0.680,0.820,162.000,35.000,-4.600,4.260,0.920,0.020,0.100,-31.000,-0.810,-93.000,-67.000,0.034,13.000,34.200,6.400,127.000,770.000,501.000,239.000,6.290,191.000,23.000,17.000,0.000,52.000,1.370,53.000,-1.000,-5.000,1.000,-7.000,-163.000,-29.000,0.000,7302.000,-24.000,38,3420,33,2779,1,1,0.03,0.03,24,1764,0,0,0.00,0.00,35,3057,3,3,0.09,0.09,10,900,0,5,0.00,0.50,36,2854,7,7,0.22,0.22,33,2401,6,8,0.22,0.30,29,2377,1,3,0.04,0.11,34,2771,17,9,0.55,0.29,33,2459,21,8,0.77,0.29,27,1343,7,4,0.47,0.27,38,3420,30,2601,1,1,0.03,0.03,24,2127,1,0,0.04,0.00,30,2569,2,2,0.07,0.07,29,2591,1,4,0.03,0.14,22,1403,2,3,0.13,0.19,14,752,0,1,0.00,0.12,28,2436,1,0,0.04,0.00,33,2334,10,6,0.39,0.23,27,1621,10,2,0.56,0.11,27,1663,4,2,0.22,0.11
